,Player,Team,DYAR,DVOA,Rushes,Yards,EfYds,TD,Suc_rate,Year,Yds
2328,M.Hart,IND,14,-2.10%,43,,179,1,,2010,185
2329,J.Starks,GB,14,6.20%,29,,126,0,,2010,101
2330,D.Rhodes,IND,13,-3.10%,37,,150,0,,2010,172
2331,L.Washington,SEA,13,0.90%,27,,128,1,,2010,100
2332,D.J.Ware,NYG,11,3.80%,20,,90,0,,2010,73
2333,T.Choice,DAL,8,-4.30%,66,,299,3,,2010,243
2334,S.Morris,NE,7,0.50%,20,,102,0,,2010,56
2335,D.Karim,JAC,4,-6.20%,35,,119,0,,2010,160
2336,J.Battle,KC,3,-3.60%,20,,98,1,,2010,50
2337,K.Darby,STL,0,-9.60%,34,,107,2,,2010,107
2338,M.Reece,OAK,-2,-8.00%,30,,128,1,,2010,124
2339,L.Betts,NO,-2,-9.50%,45,,172,2,,2010,148
2340,R.Bush,NO,-3,-10.80%,36,,117,0,,2010,150
2341,E.Graham,TB,-7,-18.20%,20,,67,1,,2010,99
2342,F.Taylor,NE,-8,-13.30%,43,,147,0,,2010,155
2343,J.Felton,DET,-8,-13.80%,22,,75,0,,2010,76
2344,C.J.Spiller,BUF,-11,-11.30%,74,,233,0,,2010,288
2345,J.Hester,SD,-14,-18.20%,26,,100,0,,2010,60
2346,A.Dixon,SF,-14,-14.20%,70,,230,2,,2010,237
2347,E.Buckley,PHI,-16,-25.70%,21,,54,0,,2010,67
2348,D.Williams,CAR,-16,-17.20%,87,,227,1,,2010,369
2349,J.Jones,NO,-17,-16.40%,60,,183,0,,2010,223
2350,D.Sproles,SD,-20,-20.10%,50,,124,0,,2010,270
2351,J.Cribbs,CLE,-20,-31.20%,20,,43,0,,2010,67
2352,K.Smith,DET,-23,-26.40%,35,,72,0,,2010,131
2353,L.Ball,DEN,-25,-24.10%,41,,96,0,,2010,158
2354,D.Nance,GB,-30,-28.70%,36,,82,0,,2010,95
2355,M.Moore,PIT,-36,-38.20%,33,,48,0,,2010,99
2356,J.Harrison,CLE,-39,-21.90%,71,,183,1,,2010,330
2357,C.Buckhalter,DEN,-63,-33.70%,59,,107,2,,2010,147
2358,M.Bell,CLE,-71,-44.80%,47,,53,0,,2010,101
2359,L.Maroney,DEN,-87,-62.00%,36,,-1,0,,2010,74
2360,L.McCoy,PHI,304,15.80%,273,,"1,564",17,51%,2011,"1,309"
2361,M.Lynch,SEA,201,8.90%,285,,"1,317",12,46%,2011,"1,204"
2362,M.Jones-Drew,JAC,197,5.10%,343,,"1,554",8,49%,2011,"1,604"
2363,J.Stewart,CAR,194,23.40%,142,,836,4,53%,2011,762
2364,P.Thomas,NO,180,30.00%,110,,693,5,61%,2011,562
2365,R.Mathews,SD,171,10.80%,222,,"1,033",6,50%,2011,"1,091"
2366,F.Jackson,BUF,161,13.70%,170,,886,6,54%,2011,936
2367,D.Williams,CAR,158,18.00%,155,,769,7,46%,2011,831
2368,A.Peterson,MIN,153,10.40%,208,,943,12,47%,2011,973
2369,B.Tate,HOU,151,12.50%,175,,862,4,53%,2011,949
2370,D.Murray,DAL,149,12.60%,164,,846,2,58%,2011,896
2371,W.McGahee,DEN,131,4.30%,249,,"1,081",4,47%,2011,"1,206"
2372,R.Rice,BAL,129,2.10%,291,,"1,253",12,45%,2011,"1,364"
2373,A.Foster,HOU,122,2.30%,277,,"1,167",10,44%,2011,"1,237"
2374,D.Brown,IND,119,13.90%,134,,646,5,37%,2011,645
2375,S.Greene,NYJ,113,2.20%,252,,"1,087",6,50%,2011,"1,053"
2376,R.Mendenhall,PIT,106,2.30%,228,,"1,015",9,52%,2011,928
2377,B.Green-Ellis,NE,106,3.90%,181,,900,11,54%,2011,667
2378,C.Wells,ARI,101,1.00%,245,,"1,066",10,51%,2011,"1,048"
2379,D.McFadden,OAK,87,11.60%,113,,513,4,44%,2011,616
2380,A.Bradshaw,NYG,80,2.50%,171,,752,9,45%,2011,659
2381,J.Battle,KC,76,4.30%,149,,632,2,44%,2011,597
2382,C.J.Spiller,BUF,68,6.40%,106,,499,3,51%,2011,538
2383,L.Blount,TB,67,0.60%,184,,736,5,47%,2011,796
2384,M.Turner,ATL,66,-3.40%,301,,"1,203",11,45%,2011,"1,349"
2385,M.Bush,OAK,65,-2.70%,256,,"1,059",7,45%,2011,980
2386,S.Jackson,STL,64,-2.30%,259,,968,5,39%,2011,"1,146"
2387,R.Grant,GB,63,2.90%,134,,571,2,46%,2011,561
2388,M.Ingram,NO,63,2.30%,122,,595,5,56%,2011,474
2389,T.Gerhart,MIN,60,5.40%,109,,466,1,40%,2011,531
2390,I.Redman,PIT,55,3.10%,109,,500,3,54%,2011,478
2391,R.Bush,MIA,51,-2.10%,216,,756,6,44%,2011,"1,089"
2392,P.Hillis,CLE,50,-1.70%,161,,708,3,55%,2011,587
2393,B.Jacobs,NYG,35,-3.20%,152,,607,7,49%,2011,571
2394,M.Tolbert,SD,30,-3.10%,121,,512,8,48%,2011,492
2395,D.McCluster,KC,27,-2.30%,112,,406,1,43%,2011,507
2396,R.Helu,WAS,25,-4.60%,152,,577,2,47%,2011,639
2397,M.Forte,CHI,24,-5.60%,202,,722,3,45%,2011,994
2398,J.Starks,GB,22,-4.50%,132,,510,1,49%,2011,572
2399,R.Williams,BAL,15,-5.20%,108,,408,2,51%,2011,445
2400,K.Hunter,SF,9,-6.50%,112,,390,2,46%,2011,473
2401,M.Barber,CHI,3,-7.90%,114,,416,6,42%,2011,422
2402,F.Jones,DAL,-3,-9.10%,127,,462,1,52%,2011,575
2403,B.Scott,CIN,-11,-11.00%,112,,362,3,43%,2011,380
2404,D.Carter,IND,-13,-11.60%,101,,348,2,46%,2011,377
2405,J.Addai,IND,-13,-11.50%,118,,362,1,34%,2011,433
2406,F.Gore,SF,-17,-10.00%,282,,975,8,42%,2011,"1,211"
2407,C.Benson,CIN,-21,-10.40%,273,,992,6,49%,2011,"1,065"
2408,C.Johnson,TEN,-67,-15.10%,262,,781,4,41%,2011,"1,047"
2409,T.Jones,KC,-104,-26.10%,153,,341,0,35%,2011,478
2410,D.Thomas,MIA,-110,-24.70%,165,,408,0,42%,2011,581
2411,D.Sproles,NO,193,46.20%,87,,615,2,,2011,603
2412,E.Royster,WAS,122,45.70%,56,,390,0,,2011,328
2413,D.Woodhead,NE,100,22.60%,77,,440,1,,2011,351
2414,C.Ivory,NO,64,10.40%,79,,396,1,,2011,374
2415,C.Williams,STL,52,6.20%,87,,391,1,,2011,361
2416,K.Smith,DET,42,5.10%,72,,336,4,,2011,356
2417,L.Ball,DEN,42,2.80%,96,,389,1,,2011,408
2418,J.Best,DET,38,3.00%,84,,342,2,,2011,390
2419,M.Morris,DET,34,2.10%,80,,325,1,,2011,322
2420,E.Graham,TB,33,13.90%,37,,180,0,,2011,206
2421,S.Ridley,NE,31,-0.10%,87,,366,1,,2011,441
2422,M.Moore,PIT,29,28.50%,22,,113,0,,2011,157
2423,B.Smith,BUF,26,17.70%,20,,128,1,,2011,87
2424,D.Lewis,PHI,25,18.30%,23,,119,1,,2011,102
2425,C.Ogbonnaya,CLE,11,-4.90%,76,,279,1,,2011,347
2426,L.Tomlinson,NYJ,10,-5.20%,75,,281,1,,2011,280
2427,A.Smith,ARI,8,-3.30%,30,,139,1,,2011,102
2428,D.Ward,HOU,5,-5.90%,45,,174,2,,2011,154
2429,J.Kuhn,GB,5,-5.70%,30,,145,4,,2011,78
2430,D.J.Ware,NYG,3,-7.10%,46,,158,0,,2011,163
2431,K.Lumpkin,TB,2,-6.60%,31,,109,0,,2011,105
2432,C.Taylor,ARI,2,-7.00%,20,,83,1,,2011,77
2433,L.Washington,SEA,-1,-9.10%,53,,164,1,,2011,248
2434,J.Rodgers,ATL,-3,-9.80%,56,,196,1,,2011,195
2435,S.Morris,DAL,-5,-12.50%,28,,107,0,,2011,98
2436,T.Hightower,WAS,-6,-10.40%,84,,275,1,,2011,321
2437,S.Slaton,HOU,-6,-14.60%,24,,80,1,,2011,84
2438,J.Hester,SD,-8,-14.00%,28,,110,0,,2011,90
2439,K.Moreno,DEN,-9,-16.00%,37,,91,0,,2011,179
2440,A.Dixon,SF,-9,-15.60%,29,,101,2,,2011,87
2441,J.McKnight,NYJ,-11,-14.90%,43,,132,0,,2011,134
2442,R.Brown,PHI,-12,-14.90%,42,,141,1,,2011,136
2443,C.Brinkley,SD,-12,-18.70%,30,,84,1,,2011,101
2444,P.Tanner,DAL,-12,-20.20%,22,,71,1,,2011,76
2445,L.Stephens-Howling,ARI,-14,-16.70%,43,,128,0,,2011,167
2446,J.Norwood,STL,-15,-27.80%,24,,43,0,,2011,61
2447,K.Bell,CHI,-20,-15.10%,79,,237,0,,2011,337
2448,J.Snelling,ATL,-25,-22.90%,44,,111,0,,2011,151
2449,J.Forsett,SEA,-27,-24.70%,46,,100,1,,2011,145
2450,K.Williams,DET,-53,-29.20%,58,,136,2,,2011,194
2451,J.Ringer,TEN,-54,-33.40%,59,,99,1,,2011,185
2452,R.Torain,WAS,-60,-34.10%,59,,105,1,,2011,198
2453,M.Hardesty,CLE,-79,-32.20%,88,,160,0,,2011,267
2454,D.Karim,JAC,-84,-41.00%,63,,86,0,,2011,130
2455,T.Choice,BUF,-85,-42.40%,56,,78,1,,2011,156
2456,A.Peterson,MIN,458,24.90%,348,,"1,923",12,49%,2012,"2,097"
2457,M.Lynch,SEA,361,19.20%,315,,"1,702",11,50%,2012,"1,592"
2458,C.J.Spiller,BUF,301,27.60%,207,,"1,205",6,55%,2012,"1,249"
2459,F.Gore,SF,268,17.40%,258,,"1,323",8,48%,2012,"1,213"
2460,A.Morris,WAS,254,10.30%,335,,"1,571",13,52%,2012,"1,614"
2461,A.Bradshaw,NYG,230,15.80%,221,,"1,182",6,52%,2012,"1,015"
2462,R.Rice,BAL,205,11.50%,257,,"1,211",9,44%,2012,"1,143"
2463,S.Ridley,NE,192,6.10%,290,,"1,436",12,55%,2012,"1,266"
2464,D.Martin,TB,155,3.90%,319,,"1,326",11,48%,2012,"1,454"
2465,S.Jackson,STL,147,5.30%,257,,"1,148",4,47%,2012,"1,042"
2466,M.Forte,CHI,109,3.10%,248,,982,6,44%,2012,"1,095"
2467,J.Charles,KC,109,1.40%,284,,"1,121",5,46%,2012,"1,518"
2468,A.Foster,HOU,105,-1.60%,351,,"1,461",15,47%,2012,"1,422"
2469,P.Thomas,NO,97,15.10%,105,,512,1,53%,2012,473
2470,D.Murray,DAL,72,1.70%,162,,720,4,54%,2012,662
2471,M.Bush,CHI,67,4.50%,114,,553,5,50%,2012,411
2472,B.Powell,NYJ,63,5.60%,110,,487,4,50%,2012,437
2473,M.LeShoure,DET,63,-1.60%,215,,880,9,47%,2012,798
2474,M.Ingram,NO,62,0.80%,156,,668,5,49%,2012,602
2475,K.Moreno,DEN,56,1.10%,138,,584,4,56%,2012,525
2476,B.Pierce,BAL,54,4.10%,108,,454,1,47%,2012,532
2477,S.Greene,NYJ,49,-4.50%,275,,"1,104",9,52%,2012,"1,044"
2478,W.McGahee,DEN,49,-2.10%,167,,725,4,58%,2012,727
2479,B.Brown,PHI,29,-2.20%,115,,446,4,39%,2012,564
2480,D.Williams,CAR,14,-6.70%,174,,630,5,48%,2012,741
2481,F.Jones,DAL,11,-6.10%,111,,424,3,49%,2012,408
2482,V.Ballard,IND,10,-7.40%,211,,767,2,48%,2012,814
2483,R.Mathews,SD,6,-7.70%,184,,645,1,47%,2012,707
2484,B.Green-Ellis,CIN,6,-8.10%,278,,"1,066",6,48%,2012,"1,094"
2485,R.Bush,MIA,3,-8.30%,227,,817,6,51%,2012,988
2486,D.Brown,IND,-5,-9.80%,108,,382,1,44%,2012,417
2487,F.Jackson,BUF,-27,-14.30%,115,,365,3,47%,2012,438
2488,C.Johnson,TEN,-30,-11.30%,275,,895,6,41%,2012,"1,246"
2489,I.Redman,PIT,-31,-15.00%,110,,361,2,43%,2012,410
2490,L.McCoy,PHI,-34,-12.60%,199,,672,2,48%,2012,834
2491,A.Green,GB,-44,-16.80%,133,,393,0,42%,2012,451
2492,T.Richardson,CLE,-51,-13.30%,267,,842,11,43%,2012,954
2493,J.Dwyer,PIT,-60,-18.00%,156,,451,2,44%,2012,623
2494,L.Stephens-Howling,ARI,-63,-22.90%,110,,274,4,34%,2012,356
2495,M.Turner,ATL,-79,-16.60%,222,,721,11,43%,2012,801
2496,R.Jennings,JAC,-97,-31.80%,101,,202,2,38%,2012,285
2497,D.McFadden,OAK,-153,-26.70%,214,,480,2,36%,2012,716
2498,A.Brown,NYG,185,45.60%,73,,593,8,,2012,385
2499,K.Hunter,SF,109,29.10%,72,,425,2,,2012,371
2500,M.Tolbert,CAR,103,25.80%,54,,423,7,,2012,183
2501,D.Woodhead,NE,101,22.40%,76,,442,4,,2012,301
2502,J.Bell,DET,71,12.60%,82,,405,3,,2012,414
2503,C.Peerman,CIN,56,26.60%,36,,229,1,,2012,258
2504,D.Carter,IND,55,24.70%,32,,232,3,,2012,122
2505,J.Forsett,HOU,53,13.20%,63,,294,1,,2012,374
2506,B.Bolden,NE,53,12.80%,56,,296,2,,2012,274
2507,D.Harris,GB,50,31.10%,34,,191,2,,2012,157
2508,S.Vereen,NE,47,9.60%,62,,295,3,,2012,251
2509,M.Owens,JAC,41,14.50%,42,,222,1,,2012,209
2510,D.Richardson,STL,40,1.70%,98,,398,0,,2012,475
2511,M.Goodson,OAK,37,24.80%,33,,156,0,,2012,219
2512,L.Miller,MIA,35,7.50%,51,,247,1,,2012,250
2513,D.Sproles,NO,34,10.90%,48,,208,1,,2012,244
2514,S.Draughn,KC,34,5.80%,59,,256,2,,2012,240
2515,C.Ivory,NO,33,12.50%,40,,186,2,,2012,217
2516,E.Royster,WAS,32,23.60%,23,,136,2,,2012,88
2517,R.Brown,SD,31,10.20%,45,,193,0,,2012,222
2518,D.Wilson,NYG,30,1.50%,71,,303,4,,2012,359
2519,M.Jones-Drew,JAC,27,-0.90%,86,,347,1,,2012,414
2520,C.Rainey,PIT,26,16.00%,26,,135,2,,2012,102
2521,T.Choice,BUF,23,3.20%,47,,207,1,,2012,193
2522,A.Dixon,SF,23,15.90%,21,,116,2,,2012,78
2523,W.Powell,ARI,21,0.10%,60,,238,0,,2012,217
2524,B.Tate,HOU,18,-2.20%,65,,274,2,,2012,279
2525,R.Grant,2TM,16,3.50%,32,,142,2,,2012,132
2526,R.Murphy,JAC,14,5.70%,23,,109,0,,2012,92
2527,J.Starks,GB,13,-4.30%,71,,279,1,,2012,255
2528,J.McKnight,NYJ,12,1.70%,30,,118,0,,2012,182
2529,R.Turbin,SEA,11,-5.20%,80,,291,0,,2012,354
2530,L.James,SF,9,-0.20%,27,,102,0,,2012,125
2531,A.Allen,CHI,7,-2.30%,27,,110,1,,2012,124
2532,C.Benson,GB,7,-6.10%,71,,249,1,,2012,248
2533,K.Smith,DET,6,-4.40%,37,,136,1,,2012,134
2534,M.Reece,OAK,4,-6.90%,59,,232,0,,2012,264
2535,J.Kuhn,GB,1,-7.90%,23,,85,1,,2012,63
2536,J.Stewart,OAK,0,-8.30%,25,,80,0,,2012,101
2537,L.Washington,SEA,-1,-9.90%,23,,65,1,,2012,83
2538,L.Ball,DEN,-1,-9.20%,41,,145,1,,2012,160
2539,L.Blount,TB,-2,-9.50%,41,,149,2,,2012,151
2540,B.Leonard,CIN,-4,-11.10%,33,,116,0,,2012,106
2541,L.Dunbar,DAL,-5,-13.90%,21,,69,0,,2012,75
2542,J.Parmele,JAC,-7,-12.80%,40,,132,0,,2012,143
2543,D.Thomas,MIA,-9,-10.80%,91,,323,4,,2012,326
2544,J.Rodgers,ATL,-9,-10.90%,94,,316,1,,2012,368
2545,B.Batch,PIT,-21,-28.70%,25,,57,1,,2012,49
2546,R.Hillman,DEN,-24,-15.70%,85,,254,1,,2012,330
2547,T.Gerhart,MIN,-34,-26.00%,50,,114,1,,2012,169
2548,J.Stewart,CAR,-36,-18.40%,93,,256,1,,2012,340
2549,M.Hardesty,CLE,-39,-23.50%,65,,163,1,,2012,271
2550,K.Bell,CHI,-42,-42.70%,29,,38,0,,2012,76
2551,C.Brinkley,SD,-48,-36.70%,39,,68,0,,2012,115
2552,C.Wells,ARI,-48,-21.60%,88,,241,5,,2012,234
2553,P.Tanner,DAL,-53,-58.20%,24,,6,0,,2012,57
2554,R.Mendenhall,PIT,-62,-38.50%,51,,77,0,,2012,182
2555,J.Battle,SD,-67,-23.80%,95,,268,3,,2012,311
2556,P.Hillis,KC,-71,-27.50%,85,,208,1,,2012,310
2557,R.Williams,ARI,-85,-45.50%,58,,60,0,,2012,167
2558,L.McCoy,PHI,341,18.10%,314,,"1,654",9,52%,2013,"1,607"
2559,D.Murray,DAL,295,24.00%,217,,"1,259",9,53%,2013,"1,119"
2560,J.Charles,KC,247,13.70%,259,,"1,353",12,51%,2013,"1,288"
2561,M.Forte,CHI,193,7.40%,288,,"1,351",10,47%,2013,"1,338"
2562,M.Lynch,SEA,185,5.90%,301,,"1,397",12,48%,2013,"1,265"
2563,K.Moreno,DEN,171,8.40%,241,,"1,148",10,50%,2013,"1,038"
2564,R.Jennings,OAK,164,15.80%,163,,847,6,47%,2013,733
2565,F.Jackson,BUF,163,9.10%,206,,"1,058",9,51%,2013,890
2566,E.Lacy,GB,160,5.30%,284,,"1,246",11,46%,2013,"1,178"
2567,R.Mathews,SD,141,3.60%,285,,"1,230",6,49%,2013,"1,255"
2568,S.Ridley,NE,135,10.20%,178,,837,7,52%,2013,774
2569,D.Williams,CAR,126,7.20%,201,,893,3,43%,2013,843
2570,A.Morris,WAS,121,2.00%,277,,"1,184",8,48%,2013,"1,278"
2571,D.Brown,IND,117,19.20%,101,,554,6,54%,2013,533
2572,A.Ellington,ARI,117,17.50%,118,,576,3,46%,2013,657
2573,L.Blount,NE,117,9.40%,153,,747,7,54%,2013,776
2574,C.Johnson,TEN,110,1.50%,279,,"1,119",7,46%,2013,"1,067"
2575,D.Woodhead,SD,104,13.70%,106,,572,2,60%,2013,432
2576,A.Foster,HOU,99,11.40%,121,,586,1,50%,2013,542
2577,F.Gore,SF,91,-0.80%,276,,"1,153",9,42%,2013,"1,134"
2578,M.Ball,DEN,86,7.50%,120,,603,4,54%,2013,559
2579,M.Tolbert,CAR,86,9.00%,101,,559,6,50%,2013,361
2580,Z.Stacy,STL,80,-0.70%,250,,998,7,42%,2013,976
2581,J.Bell,DET,78,2.00%,166,,756,8,51%,2013,653
2582,A.Peterson,MIN,60,-3.10%,278,,"1,039",10,44%,2013,"1,264"
2583,B.Tate,HOU,50,-2.00%,180,,743,4,51%,2013,773
2584,G.Bernard,CIN,28,-4.50%,170,,633,5,48%,2013,700
2585,L.Bell,PIT,17,-7.00%,244,,954,8,47%,2013,860
2586,R.Bush,DET,7,-7.80%,223,,778,4,47%,2013,"1,006"
2587,P.Thomas,NO,6,-7.60%,148,,566,2,53%,2013,554
2588,L.Miller,MIA,6,-7.70%,177,,610,2,46%,2013,709
2589,D.Thomas,MIA,4,-7.70%,109,,412,5,47%,2013,406
2590,C.Ivory,NYJ,2,-8.30%,182,,641,3,44%,2013,833
2591,B.Powell,NYJ,-1,-8.70%,176,,620,1,43%,2013,700
2592,S.Jackson,ATL,-2,-8.80%,157,,581,6,40%,2013,543
2593,R.Mendenhall,ARI,-15,-10.20%,217,,781,8,42%,2013,687
2594,B.Green-Ellis,CIN,-27,-11.40%,220,,794,7,49%,2013,756
2595,D.Martin,TB,-31,-14.90%,127,,364,1,39%,2013,457
2596,B.Rainey,2TM,-31,-14.20%,150,,428,5,31%,2013,568
2597,D.McFadden,OAK,-38,-17.00%,114,,326,5,34%,2013,379
2598,A.Brown,NYG,-44,-16.30%,139,,421,3,50%,2013,494
2599,M.Jones-Drew,JAC,-49,-13.60%,234,,768,5,37%,2013,803
2600,C.J.Spiller,BUF,-70,-17.80%,202,,540,2,36%,2013,933
2601,W.McGahee,CLE,-92,-22.60%,137,,414,2,46%,2013,382
2602,T.Richardson,2TM,-108,-22.20%,188,,510,3,43%,2013,564
2603,B.Pierce,BAL,-131,-29.30%,152,,333,2,38%,2013,436
2604,R.Rice,BAL,-169,-27.90%,214,,477,4,35%,2013,660
2605,J.Starks,GB,110,19.20%,89,,521,3,,2013,493
2606,T.Gerhart,MIN,105,73.60%,36,,280,2,,2013,283
2607,S.Greene,TEN,61,8.90%,77,,398,4,,2013,295
2608,M.James,TB,59,14.60%,60,,316,0,,2013,295
2609,B.Bolden,NE,54,13.10%,55,,302,3,,2013,271
2610,R.Helu,WAS,48,8.50%,62,,321,4,,2013,274
2611,M.Ingram,NO,45,4.60%,78,,364,1,,2013,386
2612,E.Baker,CLE,41,13.10%,43,,229,2,,2013,171
2613,M.Asiata,MIN,41,12.90%,44,,230,3,,2013,166
2614,A.Bradshaw,IND,33,9.30%,41,,213,2,,2013,186
2615,L.Dunbar,DAL,31,16.80%,30,,157,0,,2013,150
2616,M.Reece,OAK,31,7.00%,46,,221,2,,2013,218
2617,C.Ogbonnaya,CLE,29,4.70%,49,,235,0,,2013,240
2618,J.Grimes,HOU,27,21.70%,21,,119,1,,2013,73
2619,B.Brown,PHI,23,-1.20%,75,,306,2,,2013,314
2620,D.Sproles,NO,21,1.40%,53,,219,2,,2013,220
2621,B.Jacobs,NYG,21,-0.20%,58,,251,4,,2013,239
2622,J.Snelling,ATL,19,1.20%,44,,197,1,,2013,164
2623,K.Hunter,SF,16,-3.00%,78,,277,3,,2013,364
2624,J.Todman,JAC,13,-4.20%,76,,280,2,,2013,256
2625,T.Choice,2TM,9,-4.00%,46,,176,0,,2013,170
2626,S.Vereen,NE,6,-5.00%,44,,155,1,,2013,208
2627,B.Cunningham,STL,5,-5.70%,47,,163,1,,2013,261
2628,B.Leonard,TB,5,-5.90%,47,,160,0,,2013,182
2629,R.Hillman,DEN,4,-6.90%,55,,201,1,,2013,218
2630,J.Stewart,CAR,2,-7.40%,48,,158,0,,2013,180
2631,J.Rodgers,ATL,2,-8.10%,96,,364,2,,2013,332
2632,J.Randle,DAL,1,-8.10%,54,,191,2,,2013,164
2633,R.Brown,SD,-5,-11.30%,45,,150,1,,2013,157
2634,K.Robinson,NO,-7,-11.90%,54,,165,1,,2013,224
2635,D.Scott,NYG,-7,-17.40%,20,,57,0,,2013,73
2636,J.Battle,TEN,-8,-13.50%,36,,129,1,,2013,142
2637,S.Taylor,ARI,-9,-14.70%,36,,107,0,,2013,117
2638,F.Jones,PIT,-9,-13.40%,48,,145,0,,2013,184
2639,D.Johnson,HOU,-10,-12.80%,49,,182,0,,2013,183
2640,A.Dixon,SF,-13,-17.50%,28,,103,2,,2013,56
2641,P.Hillis,NYG,-14,-13.30%,73,,239,2,,2013,246
2642,F.Whittaker,CLE,-17,-25.20%,28,,62,0,,2013,79
2643,J.Dwyer,PIT,-25,-18.70%,49,,170,0,,2013,197
2644,R.Turbin,SEA,-25,-17.00%,77,,215,0,,2013,264
2645,M.Cox,NYG,-27,-41.30%,22,,27,0,,2013,43
2646,K.Davis,KC,-29,-19.40%,70,,181,4,,2013,242
2647,D.Richardson,STL,-34,-19.40%,69,,216,0,,2013,215
2648,D.Wilson,NYG,-40,-30.40%,44,,93,1,,2013,144
2649,M.Bush,CHI,-56,-27.30%,63,,166,3,,2013,197
2650,D.Robinson,JAC,-61,-86.10%,20,,-31,0,,2013,64
2651,D.Murray,DAL,382,14.80%,392,,"2,025",13,54%,2014,"1,849"
2652,M.Lynch,SEA,359,23.10%,280,,"1,561",14,53%,2014,"1,310"
2653,J.Charles,KC,249,19.90%,205,,"1,157",9,54%,2014,"1,045"
2654,L.Miller,MIA,246,17.80%,216,,"1,202",8,57%,2014,"1,099"
2655,L.Bell,PIT,205,8.60%,290,,"1,354",8,51%,2014,"1,361"
2656,J.Hill,CIN,204,12.60%,222,,"1,156",9,54%,2014,"1,127"
2657,C.J.Anderson,DEN,196,17.50%,179,,965,8,51%,2014,849
2658,E.Lacy,GB,189,9.80%,246,,"1,189",10,48%,2014,"1,139"
2659,A.Foster,HOU,167,7.50%,260,,"1,166",8,46%,2014,"1,246"
2660,F.Gore,SF,154,6.30%,255,,"1,138",4,50%,2014,"1,106"
2661,J.Forsett,BAL,149,6.70%,234,,"1,083",8,44%,2014,"1,267"
2662,M.Forte,CHI,113,0.90%,265,,"1,210",6,50%,2014,"1,039"
2663,R.Jennings,NYG,112,7.00%,167,,797,4,47%,2014,639
2664,M.Ingram,NO,108,2.70%,226,,996,9,50%,2014,964
2665,L.McCoy,PHI,87,-1.60%,310,,"1,219",5,45%,2014,"1,317"
2666,J.McKinnon,MIN,82,11.50%,113,,482,0,42%,2014,538
2667,A.Morris,WAS,77,-1.40%,265,,"1,058",8,46%,2014,"1,079"
2668,J.Stewart,CAR,72,1.30%,175,,745,3,51%,2014,810
2669,S.Jackson,ATL,70,-0.30%,189,,834,6,51%,2014,708
2670,M.Asiata,MIN,69,1.00%,164,,730,9,52%,2014,570
2671,C.Ivory,NYJ,69,-0.60%,198,,854,6,44%,2014,823
2672,L.Blount,2TM,56,1.60%,125,,562,5,46%,2014,547
2673,T.Mason,STL,55,-0.90%,179,,696,4,44%,2014,765
2674,R.Hillman,DEN,31,-1.40%,106,,426,3,43%,2014,434
2675,I.Crowell,CLE,30,-3.60%,148,,559,8,44%,2014,609
2676,B.Sankey,TEN,24,-4.50%,152,,555,2,44%,2014,575
2677,F.Jackson,BUF,23,-4.70%,141,,546,2,46%,2014,525
2678,T.West,CLE,21,-5.70%,171,,656,4,47%,2014,673
2679,B.Oliver,SD,20,-5.50%,160,,594,3,44%,2014,582
2680,C.Johnson,NYJ,16,-6.00%,155,,559,1,45%,2014,663
2681,A.Dixon,BUF,4,-7.70%,105,,362,2,49%,2014,432
2682,G.Bernard,CIN,3,-8.10%,168,,601,5,39%,2014,680
2683,D.Robinson,JAC,3,-8.10%,135,,464,4,38%,2014,583
2684,D.Martin,TB,-21,-12.90%,134,,397,2,36%,2014,494
2685,A.Williams,NYG,-24,-11.40%,217,,705,7,38%,2014,721
2686,A.Ellington,ARI,-29,-12.30%,200,,616,3,39%,2014,669
2687,D.McFadden,OAK,-33,-13.90%,156,,472,2,40%,2014,534
2688,T.Gerhart,JAC,-35,-16.10%,101,,345,2,43%,2014,326
2689,B.Tate,2TM,-38,-16.80%,119,,333,4,36%,2014,371
2690,K.Davis,KC,-50,-17.70%,134,,386,6,37%,2014,478
2691,T.Richardson,IND,-59,-17.70%,159,,462,3,43%,2014,520
2692,J.Bell,DET,-59,-14.90%,223,,707,7,45%,2014,861
2693,A.Blue,HOU,-88,-21.30%,169,,449,3,39%,2014,528
2694,J.Gray,NE,152,29.10%,89,,593,5,,2014,412
2695,D.Sproles,PHI,86,30.40%,56,,329,6,,2014,318
2696,P.Thomas,NO,74,30.90%,45,,283,2,,2014,223
2697,J.Randle,DAL,68,26.30%,51,,277,3,,2014,344
2698,J.Thompson,DEN,67,18.00%,54,,326,3,,2014,272
2699,R.Mathews,SD,62,11.30%,74,,369,3,,2014,333
2700,R.Turbin,SEA,57,9.50%,74,,363,0,,2014,310
2701,K.Robinson,NO,57,8.90%,76,,372,3,,2014,362
2702,K.Moreno,MIA,50,26.90%,31,,200,1,,2014,148
2703,K.Carey,CHI,47,21.20%,36,,211,0,,2014,158
2704,C.Polk,PHI,43,12.90%,46,,240,4,,2014,172
2705,R.Helu,WAS,42,15.70%,40,,219,1,,2014,216
2706,C.Hyde,SF,38,3.00%,83,,348,4,,2014,333
2707,A.Smith,ATL,35,27.30%,23,,142,2,,2014,144
2708,L.Murray,OAK,35,1.70%,82,,353,2,,2014,424
2709,D.Thomas,MIA,34,11.30%,44,,203,2,,2014,168
2710,F.Whittaker,CAR,33,22.70%,32,,145,1,,2014,145
