,Player,Team,DYAR,DVOA,Targets,Yards,EfYds,TD,Catch_rate,Year,Yds
1546,R.Housler,ARI,-47,-39.70%,26,,19,0,46%,2011,133
1547,Z.Miller,SEA,-49,-25.40%,44,,119,0,57%,2011,233
1548,K.Winslow,TB,-52,-13.60%,120,,568,2,63%,2011,771
1549,V.Shiancoe,MIN,-52,-18.00%,71,,293,3,51%,2011,409
1550,B.Myers,OAK,-52,-35.10%,27,,44,0,59%,2011,151
1551,L.Kendricks,STL,-72,-27.20%,58,,145,0,48%,2011,352
1552,D.Clark,IND,-84,-25.50%,65,,205,2,52%,2011,352
1553,M.Lewis,JAC,-162,-35.70%,85,,127,0,46%,2011,460
1554,J.Casey,HOU,66,33.30%,24,,279,1,75%,2011,260
1555,C.Stevens,TEN,35,31.70%,14,,153,1,64%,2011,166
1556,C.Harbor,PHI,30,16.50%,19,,172,1,68%,2011,163
1557,B.Pascoe,NYG,21,12.70%,16,,136,0,75%,2011,136
1558,D.Johnson,PIT,16,8.90%,14,,118,1,86%,2011,91
1559,D.Lee,CIN,15,9.30%,13,,108,0,85%,2011,115
1560,D.Rosario,DEN,12,10.10%,11,,82,0,64%,2011,117
1561,M.Spaeth,CHI,5,-0.30%,11,,76,2,64%,2011,50
1562,L.Paulsen,WAS,3,-4.90%,19,,111,0,58%,2011,138
1563,J.Phillips,DAL,-6,-11.80%,18,,91,1,83%,2011,101
1564,B.Eldridge,IND,-12,-24.10%,10,,33,0,90%,2011,45
1565,T.Beckum,NYG,-15,-28.50%,10,,27,1,50%,2011,93
1566,L.Stocker,TB,-16,-21.10%,17,,63,0,71%,2011,92
1567,B.Bajema,STL,-19,-28.70%,14,,33,0,64%,2011,71
1568,C.Morrah,SEA,-22,-31.80%,13,,27,0,46%,2011,74
1569,J.O'Connell,KC,-22,-34.90%,12,,19,0,58%,2011,52
1570,M.Palmer,ATL,-23,-28.80%,16,,40,1,63%,2011,72
1571,M.Hoomanawanui,STL,-25,-35.40%,13,,20,0,54%,2011,83
1572,C.Cooley,WAS,-25,-36.40%,13,,18,0,62%,2011,65
1573,W.Heller,DET,-32,-43.40%,12,,5,0,50%,2011,42
1574,D.Thomas,NO,-40,-78.50%,9,,-40,0,56%,2011,16
1575,A.McCoy,SEA,-41,-32.70%,24,,46,0,54%,2011,146
1576,J.Cameron,CLE,-43,-52.90%,13,,-14,0,46%,2011,33
1577,R.Gronkowski,NE,271,41.20%,80,,"1,060",11,69%,2012,790
1578,T.Gonzalez,ATL,244,20.60%,124,,"1,270",8,75%,2012,930
1579,H.Miller,PIT,188,21.00%,101,,971,8,70%,2012,816
1580,J.Witten,DAL,169,10.00%,149,,"1,194",3,74%,2012,"1,039"
1581,G.Olsen,CAR,138,13.60%,104,,858,5,66%,2012,843
1582,B.Myers,OAK,119,10.70%,105,,814,4,75%,2012,806
1583,V.Davis,SF,104,17.50%,61,,582,5,67%,2012,548
1584,D.Allen,IND,96,14.80%,66,,576,3,68%,2012,521
1585,J.Graham,NO,96,2.70%,135,,"1,020",9,63%,2012,982
1586,J.Finley,GB,84,7.00%,87,,677,2,70%,2012,667
1587,D.Keller,NYJ,82,26.40%,36,,384,2,78%,2012,317
1588,L.Kendricks,STL,81,13.00%,64,,511,4,66%,2012,519
1589,A.McCoy,SEA,80,35.50%,28,,330,3,64%,2012,291
1590,M.Bennett,NYG,72,4.60%,90,,665,5,61%,2012,626
1591,L.Paulsen,WAS,68,23.80%,36,,335,1,69%,2012,308
1592,D.Pitta,BAL,68,4.30%,94,,643,7,65%,2012,669
1593,A.Gates,SD,64,4.60%,80,,596,7,61%,2012,538
1594,J.Gresham,CIN,64,3.20%,94,,656,5,68%,2012,737
1595,J.Casey,HOU,60,13.10%,44,,379,3,77%,2012,330
1596,F.Davis,WAS,58,21.60%,32,,293,0,75%,2012,325
1597,Z.Miller,SEA,54,8.10%,53,,416,3,72%,2012,396
1598,O.Daniels,HOU,54,0.60%,104,,690,6,60%,2012,716
1599,T.Moeaki,KC,52,7.10%,56,,415,1,59%,2012,453
1600,A.Hernandez,NE,50,1.60%,83,,581,5,61%,2012,483
1601,S.Chandler,BUF,43,1.20%,74,,517,6,58%,2012,571
1602,G.Graham,HOU,38,6.80%,40,,308,3,70%,2012,263
1603,M.Lewis,JAC,36,0.00%,77,,497,4,68%,2012,540
1604,K.Rudolph,MIN,25,-3.40%,94,,601,9,56%,2012,493
1605,J.Dreessen,DEN,25,-1.20%,58,,398,5,71%,2012,356
1606,J.Cook,TEN,17,-3.70%,72,,449,4,61%,2012,530
1607,C.Stevens,TEN,16,0.80%,33,,206,1,70%,2012,278
1608,C.Fleener,IND,12,-3.60%,48,,311,2,54%,2012,281
1609,D.Walker,SF,11,-2.80%,39,,239,3,54%,2012,345
1610,J.Tamme,DEN,8,-5.90%,84,,493,2,62%,2012,555
1611,E.Dickson,BAL,3,-5.80%,33,,192,0,64%,2012,234
1612,J.Cumberland,NYJ,-4,-8.50%,53,,281,3,55%,2012,359
1613,J.Cameron,CLE,-17,-13.50%,40,,191,1,50%,2012,226
1614,C.Clay,MIA,-19,-16.00%,33,,139,2,55%,2012,212
1615,B.Watson,CLE,-29,-12.80%,81,,385,3,60%,2012,505
1616,B.Celek,PHI,-31,-12.80%,87,,402,1,66%,2012,684
1617,L.Stocker,TB,-36,-26.40%,28,,79,1,57%,2012,165
1618,D.Clark,TB,-36,-14.50%,75,,340,4,63%,2012,435
1619,J.King,ARI,-41,-28.60%,29,,71,0,59%,2012,129
1620,R.Housler,ARI,-41,-17.00%,68,,265,0,66%,2012,417
1621,T.Scheffler,DET,-50,-16.20%,85,,360,1,49%,2012,504
1622,K.Davis,CHI,-52,-26.00%,44,,119,2,43%,2012,229
1623,A.Fasano,MIA,-55,-19.40%,69,,263,5,59%,2012,332
1624,C.Harbor,PHI,-77,-37.20%,39,,48,2,64%,2012,186
1625,B.Pettigrew,DET,-122,-25.30%,102,,302,3,58%,2012,570
1626,T.Crabtree,GB,69,76.80%,12,,221,3,67%,2012,203
1627,D.Thomas,NO,31,18.00%,17,,171,4,65%,2012,86
1628,O.Charles,CIN,23,28.10%,10,,106,0,80%,2012,101
1629,M.Mulligan,STL,22,19.60%,12,,117,1,67%,2012,84
1630,W.Heller,DET,17,3.80%,23,,168,1,74%,2012,150
1631,D.Fells,NE,15,16.80%,9,,86,0,44%,2012,85
1632,J.Phillips,DAL,7,2.00%,10,,73,1,80%,2012,55
1633,J.Hanna,DAL,5,-1.50%,11,,81,0,73%,2012,86
1634,N.Paul,WAS,3,-3.90%,15,,91,1,53%,2012,152
1635,T.Heap,ARI,-1,-8.30%,13,,64,0,62%,2012,94
1636,D.Ausberry,OAK,-1,-8.80%,12,,65,0,58%,2012,92
1637,K.Reuland,NYJ,-4,-10.80%,16,,79,0,69%,2012,83
1638,D.Dickerson,BUF,-5,-12.40%,15,,68,0,60%,2012,117
1639,D.Rosario,SD,-14,-18.30%,18,,78,3,56%,2012,101
1640,M.Spaeth,CHI,-17,-33.70%,10,,17,1,60%,2012,28
1641,S.Maneri,KC,-30,-42.50%,12,,6,0,42%,2012,51
1642,D.J.Williams,GB,-32,-40.80%,15,,10,0,47%,2012,57
1643,T.Thompson,TEN,-34,-53.30%,13,,-12,0,46%,2012,46
1644,D.Paulson,PIT,-43,-65.20%,11,,-31,0,64%,2012,51
1645,J.Carlson,MIN,-44,-49.60%,14,,-8,0,57%,2012,43
1646,R.McMichael,SD,-49,-66.50%,13,,-37,0,69%,2012,51
1647,A.Smith,CLE,-79,-72.60%,18,,-70,0,72%,2012,47
1648,J.Graham,NO,223,15.70%,143,,"1,302",16,60%,2013,"1,215"
1649,J.Thomas,DEN,214,27.00%,90,,989,12,72%,2013,788
1650,V.Davis,SF,199,29.30%,84,,890,13,62%,2013,850
1651,T.Gonzalez,ATL,135,8.70%,121,,"1,005",8,69%,2013,859
1652,J.Witten,DAL,134,11.20%,111,,904,8,66%,2013,851
1653,T.Wright,TB,133,21.80%,75,,674,5,72%,2013,571
1654,L.Green,SD,113,45.30%,30,,428,3,57%,2013,376
1655,J.Cumberland,NYJ,112,38.00%,39,,454,4,67%,2013,398
1656,J.Cameron,CLE,99,5.60%,118,,865,7,68%,2013,917
1657,J.Reed,WAS,98,19.50%,60,,524,3,75%,2013,499
1658,R.Gronkowski,NE,91,12.90%,66,,577,4,59%,2013,592
1659,B.Celek,PHI,89,18.30%,51,,487,6,63%,2013,502
1660,C.Clay,MIA,88,6.00%,102,,755,6,68%,2013,759
1661,G.Olsen,CAR,83,3.80%,111,,813,6,66%,2013,816
1662,J.Finley,GB,68,25.80%,34,,320,3,74%,2013,300
1663,M.Bennett,CHI,65,3.40%,94,,660,5,69%,2013,760
1664,J.Fauria,DET,64,24.20%,30,,309,7,60%,2013,207
1665,A.Gates,SD,63,0.70%,113,,807,4,68%,2013,872
1666,M.Rivera,OAK,60,8.10%,60,,460,4,63%,2013,407
1667,Z.Ertz,PHI,60,9.80%,56,,425,4,64%,2013,469
1668,J.Cook,STL,58,2.80%,86,,608,5,59%,2013,671
1669,J.Tamme,DEN,56,23.70%,25,,274,1,80%,2013,184
1670,K.Winslow,NYJ,52,9.90%,47,,371,2,66%,2013,388
1671,L.Willson,SEA,48,18.20%,28,,266,1,71%,2013,272
1672,D.Walker,TEN,38,-0.70%,86,,570,6,70%,2013,571
1673,R.Griffin,HOU,38,13.90%,28,,234,1,68%,2013,244
1674,R.Housler,ARI,32,0.80%,57,,406,1,68%,2013,456
1675,S.Chandler,BUF,32,-1.30%,81,,518,2,65%,2013,655
1676,H.Miller,PIT,23,-2.80%,78,,493,1,74%,2013,593
1677,Z.Miller,SEA,22,-1.00%,56,,342,5,59%,2013,387
1678,B.Watson,NO,22,2.50%,30,,234,2,63%,2013,226
1679,S.McGrath,KC,21,1.00%,40,,263,2,65%,2013,302
1680,J.Dray,ARI,21,2.30%,32,,233,2,81%,2013,215
1681,C.Harbor,JAC,18,0.40%,35,,237,2,69%,2013,292
1682,O.Daniels,HOU,14,-2.40%,41,,270,3,59%,2013,252
1683,B.Myers,NYG,7,-5.90%,75,,438,4,63%,2013,522
1684,D.Pitta,BAL,6,-4.60%,33,,206,1,61%,2013,169
1685,L.Kendricks,STL,3,-6.40%,46,,265,4,70%,2013,258
1686,M.Lewis,JAC,-3,-8.10%,47,,272,4,53%,2013,359
1687,D.Clark,BAL,-8,-9.70%,52,,274,3,60%,2013,343
1688,E.Dickson,BAL,-10,-10.80%,43,,217,1,58%,2013,273
1689,A.Fasano,KC,-12,-12.70%,33,,165,3,70%,2013,200
1690,K.Rudolph,MIN,-21,-13.90%,46,,216,3,65%,2013,313
1691,J.Carlson,MIN,-24,-14.60%,47,,221,1,68%,2013,344
1692,C.Fleener,IND,-24,-11.30%,87,,454,4,60%,2013,608
1693,A.Quarless,GB,-25,-14.40%,53,,246,2,60%,2013,312
1694,T.Eifert,CIN,-27,-14.00%,59,,282,2,66%,2013,445
1695,B.Pettigrew,DET,-37,-16.60%,63,,253,2,65%,2013,416
1696,J.Gresham,CIN,-47,-18.50%,67,,249,4,69%,2013,458
1697,G.Graham,HOU,-84,-21.30%,89,,322,5,55%,2013,545
1698,L.Paulsen,WAS,-96,-36.40%,50,,69,3,56%,2013,267
1699,G.Escobar,DAL,30,24.80%,15,,145,2,60%,2013,134
1700,C.Harkey,STL,13,2.20%,18,,142,2,72%,2013,113
1701,C.Ford,MIN,6,-1.20%,16,,104,0,69%,2013,133
1702,M.Hoomanawanui,NE,3,-4.40%,19,,103,1,63%,2013,136
1703,R.Ellison,MIN,3,-3.10%,10,,68,1,50%,2013,61
1704,B.Bostick,GB,-3,-11.00%,14,,68,1,50%,2013,120
1705,G.Barnidge,CLE,-4,-10.70%,18,,98,2,72%,2013,127
1706,J.Hill,NO,-6,-14.70%,10,,53,1,60%,2013,44
1707,M.Egnew,MIA,-9,-21.20%,11,,35,0,64%,2013,69
1708,Z.Sudfeld,2TM,-10,-20.10%,10,,42,0,50%,2013,63
1709,D.Sims,MIA,-12,-22.00%,10,,43,1,60%,2013,32
1710,D.Paulson,PIT,-15,-28.90%,10,,26,0,60%,2013,102
1711,J.Mastrud,OAK,-16,-24.90%,13,,41,0,46%,2013,88
1712,T.Scheffler,DET,-16,-26.90%,12,,34,0,58%,2013,82
1713,W.Saunders,IND,-17,-27.60%,11,,33,0,36%,2013,46
1714,L.Toilolo,ATL,-19,-22.40%,14,,63,2,79%,2013,55
1715,J.Hanna,DAL,-19,-28.30%,15,,35,0,80%,2013,73
1716,V.McDonald,SF,-20,-23.80%,19,,59,0,42%,2013,119
1717,F.Davis,WAS,-43,-41.50%,18,,12,1,39%,2013,70
1718,V.Green,DEN,-44,-61.00%,12,,-27,0,75%,2013,45
1719,B.Pascoe,NYG,-54,-52.00%,20,,-16,0,60%,2013,81
1720,R.Gronkowski,NE,237,19.70%,131,,"1,254",12,63%,2014,"1,124"
1721,A.Gates,SD,204,24.10%,98,,993,12,70%,2014,821
1722,G.Olsen,CAR,178,14.70%,123,,"1,071",6,68%,2014,"1,009"
1723,T.Kelce,KC,174,23.00%,87,,862,5,77%,2014,862
1724,J.Witten,DAL,146,17.90%,90,,803,5,71%,2014,703
1725,J.Thomas,DEN,140,24.70%,62,,675,12,69%,2014,489
1726,H.Miller,PIT,127,13.50%,91,,792,3,73%,2014,761
1727,Z.Ertz,PHI,127,13.30%,89,,796,3,65%,2014,702
1728,J.Graham,NO,124,6.80%,124,,"1,009",10,69%,2014,889
1729,C.Fleener,IND,112,10.10%,92,,788,8,55%,2014,774
1730,N.Paul,WAS,110,24.40%,52,,534,1,75%,2014,507
1731,D.Allen,IND,104,22.70%,50,,519,8,58%,2014,395
1732,T.Wright,NE,89,30.90%,33,,391,6,79%,2014,259
1733,M.Bennett,CHI,88,3.00%,128,,915,6,70%,2014,916
1734,L.Kendricks,STL,51,11.80%,38,,335,5,71%,2014,259
1735,O.Daniels,BAL,49,2.20%,79,,545,4,61%,2014,527
1736,D.Sims,MIA,42,11.10%,36,,287,2,67%,2014,284
1737,L.Green,SD,41,15.90%,25,,238,0,76%,2014,226
1738,C.Ford,MIN,32,6.80%,35,,260,1,66%,2014,258
1739,R.Ellison,MIN,31,10.00%,26,,216,1,73%,2014,208
1740,J.Dray,CLE,26,6.60%,28,,212,1,61%,2014,242
1741,A.Quarless,GB,24,-0.10%,46,,331,3,63%,2014,323
1742,A.Fasano,KC,23,2.00%,36,,262,4,69%,2014,226
1743,L.Willson,SEA,20,0.60%,40,,255,3,55%,2014,362
1744,K.Rudolph,MIN,17,0.00%,34,,232,2,71%,2014,231
1745,S.Chandler,BUF,17,-3.60%,70,,424,3,67%,2014,497
1746,G.Graham,HOU,17,2.30%,28,,183,1,64%,2014,197
1747,D.Walker,TEN,12,-5.60%,106,,590,4,59%,2014,857
1748,G.Barnidge,CLE,10,-0.30%,25,,143,0,52%,2014,156
1749,C.Harbor,JAC,5,-4.80%,35,,197,1,74%,2014,289
1750,C.Clay,MIA,2,-6.90%,84,,481,3,69%,2014,605
1751,J.Amaro,NYJ,1,-7.00%,53,,290,2,72%,2014,345
1752,M.Lewis,JAC,-5,-9.80%,31,,159,2,58%,2014,206
1753,R.Rodgers,GB,-8,-10.90%,30,,168,2,67%,2014,225
1754,J.Reed,WAS,-15,-10.80%,65,,323,0,77%,2014,465
1755,L.Donnell,NYG,-18,-10.20%,92,,481,6,68%,2014,628
1756,B.Myers,TB,-23,-18.50%,32,,122,0,69%,2014,190
1757,A.Seferian-Jenkins,TB,-29,-18.70%,38,,148,2,55%,2014,221
1758,B.Watson,NO,-29,-21.30%,31,,109,2,65%,2014,136
1759,J.Cameron,CLE,-34,-17.50%,48,,204,2,50%,2014,424
1760,J.Cook,STL,-39,-13.40%,99,,456,3,53%,2014,634
1761,J.Carlson,ARI,-43,-20.00%,55,,192,1,60%,2014,350
1762,B.Celek,PHI,-49,-20.80%,51,,196,1,63%,2014,340
1763,E.Ebron,DET,-65,-28.60%,47,,115,1,53%,2014,248
1764,V.Davis,SF,-66,-28.40%,51,,119,2,51%,2014,245
1765,J.Cumberland,NYJ,-66,-29.30%,47,,109,3,49%,2014,247
1766,J.Tamme,DEN,-67,-42.80%,28,,13,2,50%,2014,111
1767,J.Gresham,CIN,-73,-21.90%,79,,262,5,78%,2014,460
1768,M.Rivera,OAK,-97,-22.60%,99,,322,4,59%,2014,534
1769,L.Toilolo,ATL,-115,-37.50%,53,,69,2,58%,2014,238
1770,Dan.Fells,NYG,75,42.90%,20,,288,4,80%,2014,188
1771,J.Hill,NO,57,32.00%,20,,246,5,70%,2014,176
1772,M.Gray,2TM,52,55.00%,11,,185,0,82%,2014,134
1773,G.Escobar,DAL,45,37.10%,13,,184,4,69%,2014,105
1774,C.Helfet,SEA,25,10.20%,24,,177,2,50%,2014,185
1775,C.Gillmore,BAL,20,11.20%,15,,133,1,67%,2014,121
1776,T.Moeaki,SEA,14,9.80%,13,,101,1,62%,2014,134
1777,R.Housler,ARI,8,0.20%,17,,113,0,53%,2014,129
1778,D.Pitta,BAL,5,-3.50%,21,,128,0,76%,2014,125
1779,R.Griffin,HOU,5,-2.70%,16,,100,1,63%,2014,91
1780,J.Doyle,IND,4,-4.60%,22,,151,2,82%,2014,118
1781,E.Dickson,CAR,3,-5.00%,17,,103,1,59%,2014,115
1782,C.Gragg,BUF,-1,-8.40%,10,,57,1,70%,2014,48
1783,D.Fells,ARI,-2,-10.70%,11,,52,0,45%,2014,71
1784,C.Harkey,STL,-6,-14.60%,11,,60,1,73%,2014,55
1785,R.Hewitt,CIN,-18,-27.20%,15,,36,0,67%,2014,86
1786,B.Pettigrew,DET,-21,-31.30%,15,,28,0,67%,2014,70
1787,D.Carrier,SF,-22,-30.60%,14,,32,0,64%,2014,105
1788,J.Fauria,DET,-25,-34.10%,12,,24,1,50%,2014,74
1789,L.Stocker,TB,-26,-42.50%,11,,5,0,64%,2014,41
1790,C.Coffman,TEN,-32,-40.50%,14,,11,1,43%,2014,64
1791,L.Paulsen,WAS,-32,-36.50%,16,,22,1,81%,2014,78
1792,D.Rosario,CHI,-32,-31.90%,22,,40,0,73%,2014,116
1793,T.Eifert,CIN,247,42.00%,74,,961,13,70%,2015,615
1794,R.Gronkowski,NE,235,21.00%,120,,"1,213",11,60%,2015,"1,176"
1795,G.Barnidge,CLE,218,19.70%,125,,"1,153",9,63%,2015,"1,043"
1796,J.Reed,WAS,206,20.10%,114,,"1,084",11,76%,2015,952
1797,D.Walker,TEN,174,13.00%,133,,"1,103",6,71%,2015,"1,088"
1798,G.Olsen,CAR,132,8.90%,124,,975,7,62%,2015,"1,105"
1799,A.Gates,SD,113,13.10%,85,,714,5,66%,2015,630
1800,J.Graham,SEA,110,14.80%,74,,659,2,65%,2015,605
1801,T.Kelce,KC,110,9.30%,103,,798,5,70%,2015,875
1802,B.Celek,PHI,107,36.80%,35,,438,3,77%,2015,398
1803,Z.Miller,CHI,104,25.60%,46,,491,5,74%,2015,439
1804,C.Gillmore,BAL,95,22.70%,47,,476,4,70%,2015,412
1805,B.Watson,NO,87,4.90%,110,,792,6,67%,2015,825
1806,Dar.Fells,ARI,86,35.80%,28,,357,3,75%,2015,311
1807,C.Brate,TB,81,33.60%,30,,345,3,77%,2015,288
1808,L.Green,SD,78,11.80%,63,,511,4,59%,2015,429
1809,J.Tamme,ATL,68,5.70%,81,,585,1,73%,2015,657
1810,E.Ebron,DET,64,6.50%,70,,532,5,67%,2015,537
1811,Z.Ertz,PHI,56,0.20%,112,,757,2,67%,2015,853
1812,W.Tye,NYG,51,5.10%,62,,457,3,68%,2015,464
1813,H.Miller,PIT,48,1.20%,82,,587,2,74%,2015,537
1814,R.Griffin,HOU,42,11.50%,34,,281,2,59%,2015,251
1815,S.Chandler,NE,39,5.80%,42,,339,4,55%,2015,259
1816,J.Witten,DAL,36,-1.90%,104,,647,3,74%,2015,713
1817,A.Seferian-Jenkins,TB,33,5.00%,39,,294,4,54%,2015,338
1818,A.Fasano,TEN,32,4.00%,42,,305,2,62%,2015,289
1819,L.Willson,SEA,30,10.50%,26,,206,1,65%,2015,213
1820,O.Daniels,DEN,26,-2.10%,77,,482,3,60%,2015,517
1821,G.Celek,SF,25,5.40%,28,,222,3,68%,2015,186
1822,R.Rodgers,GB,21,-3.70%,85,,544,8,68%,2015,526
1823,C.Walford,OAK,10,-4.10%,50,,290,3,56%,2015,329
1824,C.Clay,BUF,6,-6.00%,77,,413,3,66%,2015,528
1825,K.Rudolph,MIN,5,-6.30%,73,,432,5,67%,2015,495
1826,V.Davis,2TM,-6,-8.80%,58,,297,0,66%,2015,395
1827,L.Donnell,NYG,-15,-12.60%,41,,201,2,71%,2015,223
1828,J.Gresham,ARI,-16,-14.00%,32,,169,1,56%,2015,223
1829,L.Kendricks,STL,-17,-13.60%,40,,183,2,63%,2015,245
1830,M.Bennett,CHI,-18,-10.70%,80,,414,3,66%,2015,443
1831,M.Williams,BAL,-23,-14.60%,48,,215,1,67%,2015,268
1832,V.McDonald,SF,-34,-19.20%,46,,166,3,65%,2015,326
1833,E.Dickson,CAR,-35,-26.30%,26,,78,2,65%,2015,121
1834,D.Sims,MIA,-35,-27.70%,25,,67,1,72%,2015,136
1835,J.Hill,NO,-44,-27.90%,30,,83,2,53%,2015,120
1836,B.Bell,SF,-45,-35.10%,25,,38,0,60%,2015,186
1837,D.Allen,IND,-48,-31.40%,29,,62,1,55%,2015,109
1838,C.Fleener,IND,-49,-15.90%,84,,374,3,64%,2015,491
1839,J.Cameron,MIA,-50,-17.90%,70,,290,3,50%,2015,386
1840,M.Rivera,OAK,-51,-25.70%,46,,122,1,70%,2015,280
1841,J.Thomas,JAC,-57,-17.70%,80,,335,5,58%,2015,455
1842,M.Lewis,JAC,-76,-37.00%,37,,49,0,43%,2015,226
1843,J.Cook,STL,-76,-23.50%,75,,230,0,52%,2015,481
1844,V.Green,DEN,66,51.30%,15,,239,1,80%,2015,173
1845,J.Phillips,SD,39,37.90%,11,,158,1,91%,2015,69
1846,T.Kroft,CIN,27,24.90%,15,,130,1,73%,2015,129
1847,J.Perillo,GB,27,22.30%,13,,135,1,85%,2015,102
1848,B.Myers,TB,18,11.20%,17,,123,0,71%,2015,127
1849,C.Coffman,2TM,18,18.80%,11,,96,1,73%,2015,71
1850,D.Carrier,WAS,17,4.90%,22,,158,1,77%,2015,141
1851,C.Harbor,JAC,17,4.90%,20,,155,1,70%,2015,149
1852,R.Hewitt,CIN,15,11.80%,12,,99,0,67%,2015,99
1853,N.Boyle,BAL,6,-3.60%,23,,141,0,78%,2015,153
1854,C.Stevens,TEN,3,-4.70%,16,,108,2,75%,2015,121
1855,C.Gragg,BUF,0,-7.60%,20,,103,0,60%,2015,150
1856,J.Doyle,IND,-1,-7.90%,14,,87,1,86%,2015,72
1857,D.Harris,KC,-1,-8.60%,11,,58,1,64%,2015,74
1858,L.Stocker,TB,-2,-9.20%,13,,63,1,69%,2015,61
1859,L.Smith,OAK,-2,-9.50%,13,,61,1,92%,2015,70
1860,R.Ellison,MIN,-2,-8.60%,19,,103,1,58%,2015,124
1861,J.James,PIT,-5,-13.30%,11,,54,1,73%,2015,56
1862,T.Wright,DET,-9,-15.20%,16,,74,2,56%,2015,77
1863,B.Pettigrew,DET,-11,-18.80%,15,,58,1,47%,2015,67
1864,M.Pruitt,MIN,-17,-23.80%,16,,50,0,63%,2015,89
1865,C.J.Fiedorowicz,HOU,-19,-19.60%,24,,90,1,71%,2015,167
1866,J.Hanna,DAL,-25,-41.60%,14,,7,0,64%,2015,79
1867,L.Toilolo,ATL,-26,-40.70%,12,,9,0,58%,2015,44
1868,M.Hoomanawanui,NO,-28,-31.20%,16,,37,3,69%,2015,80
1869,C.Helfet,SEA,-31,-28.50%,22,,56,0,59%,2015,130
1870,G.Escobar,DAL,-35,-42.80%,13,,7,1,62%,2015,65
1871,J.Cumberland,NYJ,-35,-45.10%,14,,2,0,36%,2015,77
1872,J.Cunningham,NYG,-36,-39.30%,16,,16,0,50%,2015,59
1873,K.Davis,NYJ,-39,-56.70%,11,,-19,1,27%,2015,18
1874,J.Dray,CLE,-41,-43.70%,16,,5,0,38%,2015,61
1875,G.Graham,HOU,-70,-66.40%,19,,-53,1,21%,2015,30
1876,T.Kelce,KC,261,26.00%,117,,"1,231",4,73%,2016,"1,125"
1877,J.Graham,SEA,204,25.10%,96,,977,6,69%,2016,923
1878,M.Bennett,NE,197,33.40%,73,,836,7,75%,2016,701
1879,C.Brate,TB,149,20.40%,81,,780,8,70%,2016,660
1880,E.Ebron,DET,149,20.10%,85,,784,1,72%,2016,711
1881,H.Henry,SD,148,33.40%,53,,628,8,68%,2016,478
1882,R.Gronkowski,NE,136,44.50%,38,,517,3,66%,2016,540
1883,G.Olsen,CAR,134,8.30%,129,,"1,014",3,62%,2016,"1,073"
1884,J.Doyle,IND,131,18.70%,75,,707,5,79%,2016,584
1885,D.Allen,IND,108,21.80%,52,,547,6,67%,2016,406
1886,A.Hooper,ATL,106,46.80%,27,,397,3,70%,2016,271
1887,D.Walker,TEN,102,8.40%,103,,773,7,64%,2016,808
1888,J.Reed,WAS,102,9.90%,89,,719,6,74%,2016,690
1889,V.Davis,WAS,96,16.80%,59,,546,2,75%,2016,581
1890,G.Barnidge,CLE,89,10.00%,81,,624,2,68%,2016,612
1891,Z.Miller,CHI,85,12.50%,64,,547,4,73%,2016,486
1892,Z.Ertz,PHI,75,3.40%,106,,753,4,74%,2016,816
1893,T.Eifert,CIN,57,9.60%,47,,406,5,62%,2016,394
1894,V.McDonald,SF,41,6.70%,45,,335,4,53%,2016,391
1895,D.Sims,MIA,34,6.30%,35,,286,4,74%,2016,256
1896,J.Tamme,ATL,25,4.70%,31,,234,3,71%,2016,210
1897,M.Rivera,OAK,23,6.40%,25,,187,1,72%,2016,192
1898,C.J.Uzomah,CIN,18,-0.20%,38,,258,1,66%,2016,234
1899,C.Fleener,NO,16,-4.50%,82,,501,3,61%,2016,633
1900,L.Green,PIT,14,-0.40%,34,,205,1,53%,2016,304
1901,C.Walford,OAK,9,-4.70%,52,,310,3,63%,2016,359
1902,C.Clay,BUF,4,-6.50%,87,,468,4,66%,2016,552
1903,A.Gates,SD,4,-6.60%,93,,541,7,57%,2016,548
1904,J.Witten,DAL,0,-7.20%,95,,507,3,73%,2016,673
1905,R.Rodgers,GB,-6,-9.10%,47,,253,2,64%,2016,271
1906,G.Celek,SF,-6,-9.00%,50,,281,3,58%,2016,357
1907,J.Cook,GB,-15,-11.50%,51,,261,1,59%,2016,377
1908,M.Lewis,JAC,-16,-14.80%,30,,141,1,67%,2016,169
1909,K.Rudolph,MIN,-17,-9.10%,132,,710,7,63%,2016,840
1910,V.Green,DEN,-19,-14.80%,37,,167,1,59%,2016,237
1911,J.Thomas,JAC,-23,-13.80%,51,,249,4,59%,2016,281
1912,J.James,PIT,-26,-13.70%,60,,285,3,65%,2016,338
1913,J.Gresham,ARI,-48,-18.70%,61,,247,2,61%,2016,391
1914,D.Harris,KC,-63,-36.90%,31,,42,1,55%,2016,123
1915,C.J.Fiedorowicz,HOU,-67,-18.80%,89,,342,4,61%,2016,559
1916,W.Tye,NYG,-68,-22.20%,70,,234,1,69%,2016,395
1917,L.Kendricks,LARM,-70,-19.70%,87,,321,2,57%,2016,499
1918,R.Griffin,HOU,-77,-22.90%,74,,249,2,68%,2016,442
1919,T.Burton,PHI,-83,-27.90%,60,,159,1,62%,2016,327
1920,D.Pitta,BAL,-96,-19.70%,121,,439,2,71%,2016,729
1921,T.Higbee,LARM,-109,-68.50%,29,,-88,1,38%,2016,85
1922,E.Swoope,IND,85,46.70%,22,,319,1,68%,2016,297
1923,L.Toilolo,ATL,85,57.50%,19,,295,2,68%,2016,264
